"regcust","age","sex","type","regyear","regmon","ageGroup","status","lifeValue"
"fmkwqmfl",26,"F","Basic",2016,6,"Young",1,0
"ikuhgvnt",11,"M","Basic",2016,6,"Youth",1,0
"xzdwvwrr",33,"F","Premium",2016,6,"Adult",1,0
"vsrpcufz",18,"M","Basic",2016,6,"Young",1,0
"tkhfvyjz",33,"F","Basic",2016,6,"Adult",1,0
"zcivdkwp",30,"M","Basic",2016,6,"Young",1,0
"yawbzcpx",39,"M","Premium",2016,6,"Adult",1,0
"motyicee",14,"M","Basic",2016,6,"Youth",1,0
"tubplfoy",12,"M","Basic",2016,6,"Youth",1,0
"mjuyfnwe",34,"M","Basic",2016,6,"Adult",1,0
"wnbbosnf",13,"M","Basic",2016,6,"Youth",1,0
"ekyqbzxp",10,"M","Basic",2016,6,"Youth",1,0
"dgsqnzzj",11,"M","Premium",2016,6,"Youth",1,0
"baupfeaq",38,"M","Premium",2016,6,"Adult",1,0
"ihnnizbk",28,"M","Basic",2016,6,"Young",1,0
"njlzbmuq",26,"F","Basic",2016,6,"Young",1,0
"eljivagf",18,"M","Basic",2016,6,"Young",1,0
"xvbbzhnd",22,"M","Basic",2016,6,"Young",1,0
"vyngxzje",27,"M","Basic",2016,6,"Young",1,0
"acsgfgoy",23,"M","Basic",2016,6,"Young",1,0
"kcfoxavh",13,"F","Basic",2016,6,"Youth",1,0
"xrvcarxw",10,"M","Basic",2016,6,"Youth",1,0
"iaogqadt",20,"M","Premium",2016,6,"Young",1,0
"sibwmbgi",36,"M","Basic",2016,6,"Adult",1,0
"wnawcheh",38,"M","Basic",2016,6,"Adult",1,0
"ekhmfmtx",27,"M","Basic",2016,6,"Young",1,0
"ncwymzra",12,"M","Basic",2016,6,"Youth",1,0
"isjvqapg",18,"M","Premium",2016,6,"Young",1,0
"rmmymtmt",25,"M","Basic",2016,6,"Young",1,0
"reeshnwp",38,"M","Basic",2016,6,"Adult",1,0
"jxofttuw",39,"F","Premium",2016,6,"Adult",1,0
"ybaqdzbx",32,"F","Premium",2016,6,"Adult",1,0
"iziccyup",18,"F","Basic",2016,6,"Young",1,0
"eqndeksr",17,"F","Basic",2016,6,"Youth",1,0
"tfwaldjv",25,"M","Basic",2016,6,"Young",1,0
"sjopblxy",31,"M","Basic",2016,6,"Adult",1,0
"irhuzjqy",34,"M","Premium",2016,6,"Adult",1,0
"emyetjsw",25,"F","Basic",2016,6,"Young",1,0
"peyyfbqs",23,"M","Basic",2016,6,"Young",1,0
"myqpldeu",38,"M","Basic",2016,6,"Adult",1,0
"avlcjjgn",26,"M","Basic",2016,6,"Young",1,0
"kgvdulqe",36,"M","Premium",2016,6,"Adult",1,0
"ngcshdwe",13,"M","Premium",2016,6,"Youth",1,0
"jzlbkmqs",40,"F","Basic",2016,6,"Adult",1,0
"dapfjyec",11,"M","Premium",2016,6,"Youth",1,0
"wwparias",10,"F","Basic",2016,6,"Youth",1,0
"gdwqjepm",37,"M","Basic",2016,6,"Adult",1,0
"kwfbjczh",25,"M",NA,2016,6,"Young",1,0
"yuvhifld",18,"M","Basic",2016,6,"Young",1,0
"kdufgdas",17,"M","Basic",2016,6,"Youth",1,0
"ewvmdsxe",21,"M","Premium",2016,6,"Young",1,0
"sunapigd",13,"M","Basic",2016,6,"Youth",1,0
"vyiptjuq",11,"M","Basic",2016,6,"Youth",1,0
"qlamqzqk",39,"M","Basic",2016,6,"Adult",1,0
"skuebyxb",17,"M","Basic",2016,6,"Youth",1,0
"enkltvfm",10,"M","Basic",2016,6,"Youth",1,0
"qtfahisf",35,"F","Premium",2016,6,"Adult",1,0
"vdyakjqt",15,"M","Basic",2016,6,"Youth",1,0
"kxinemjt",23,"F","Premium",2016,6,"Young",1,0
"rdxwmkbt",18,"F","Basic",2016,6,"Young",1,0
"jftonhzr",13,"M","Basic",2016,6,"Youth",1,0
"gntqjnml",14,"M","Basic",2016,6,"Youth",1,0
"zjkeonxr",28,"M","Basic",2016,6,"Young",1,0
"uxrshmvk",33,"M","Basic",2016,6,"Adult",1,0
"iadyrlrn",10,"F","Basic",2016,6,"Youth",1,0
"pvidtylw",12,"M","Basic",2016,6,"Youth",1,0
"spqprmja",31,"F","Basic",2016,6,"Adult",1,0
"etvwhwza",35,"M","Basic",2016,6,"Adult",1,0
"depenath",35,"M","Basic",2016,6,"Adult",1,0
"ktirflko",35,"F","Basic",2016,6,"Adult",1,0
"lddueaov",23,"M","Basic",2016,6,"Young",1,0
"unqdpoca",38,"F","Basic",2016,6,"Adult",1,0
"ytfzwhvk",38,"M","Basic",2016,6,"Adult",1,0
"ulgxsbms",27,"F","Basic",2016,6,"Young",1,0
"munljecs",27,"F","Basic",2016,6,"Young",1,0
"voasqwtm",26,"M","Basic",2016,6,"Young",1,0
"oewdtgyc",22,"M","Premium",2016,6,"Young",1,0
"jsmdjfpf",35,"F","Basic",2016,6,"Adult",1,0
"cnjmskfy",35,"M","Basic",2016,6,"Adult",1,0
"rpsfuxde",12,"F","Basic",2016,6,"Youth",1,0
"ucveptye",18,"M","Premium",2016,6,"Young",1,0
"cdwmcgky",11,"M","Basic",2016,6,"Youth",1,0
"nyyxotpj",26,"M","Premium",2016,6,"Young",1,0
"jwkjtrdt",19,"M","Basic",2016,6,"Young",1,0
"edintirf",30,"F","Basic",2016,6,"Young",1,0
"kjqxneyn",14,"F","Basic",2016,6,"Youth",1,0
"obpyheua",39,"M","Basic",2016,6,"Adult",1,0
"ymxnaawt",21,"F","Basic",2016,6,"Young",1,0
"cysmwxhe",12,"F","Basic",2016,6,"Youth",1,0
"imihhxnc",35,"M","Basic",2016,6,"Adult",1,0
"wlefewly",17,"M","Basic",2016,6,"Youth",1,0
"retaepzy",39,"F","Basic",2016,6,"Adult",1,0
"zulkxdwj",24,"M","Premium",2016,6,"Young",1,0
"ifawjwai",23,"M","Basic",2016,6,"Young",1,0
"xymfsdje",40,"M","Basic",2016,6,"Adult",1,0
"usdfootl",15,"M","Basic",2016,6,"Youth",1,0
"wgbnsbln",35,"F","Basic",2016,6,"Adult",1,0
"iooesarz",22,"F","Basic",2016,6,"Young",1,0
"xmjexcwg",11,"M","Basic",2016,6,"Youth",1,0
"aosshxeq",20,"M","Basic",2016,6,"Young",1,0
"mjnftbtx",37,"M","Basic",2016,6,"Adult",1,0
"slqadcsr",19,NA,"Basic",2016,6,"Young",1,0
"wpavlkil",13,"M","Premium",2016,6,"Youth",1,0
"wpspudrg",20,"M","Premium",2016,6,"Young",1,0
"kkurwvsp",31,"M","Basic",2016,6,"Adult",1,0
"yreewntp",23,"M","Basic",2016,6,"Young",1,0
"quinshas",30,"F","Basic",2016,6,"Young",1,0
"jccvhage",26,"F","Basic",2016,6,"Young",1,0
"qblsmmjz",31,"F","Basic",2016,6,"Adult",1,0
"eujxvlot",18,"F","Premium",2016,6,"Young",1,0
"zahgliia",22,"F","Basic",2016,6,"Young",1,0
"jutydwhy",28,"F","Basic",2016,6,"Young",1,0
"crkggwjz",21,"M","Basic",2016,6,"Young",1,0
"cmvwzrfv",34,"M","Basic",2016,6,"Adult",1,0
"tzpyrysp",30,"M","Basic",2016,6,"Young",1,0
"rbqcldgz",16,"M","Premium",2016,6,"Youth",1,0
"eqfeogvr",26,"M","Premium",2016,6,"Young",1,0
"dvzzxoza",11,"M","Basic",2016,6,"Youth",1,0
"netoptlo",38,"F","Premium",2016,6,"Adult",1,0
"goqxjdzx",36,"F","Basic",2016,6,"Adult",1,0
"mzjngppd",17,"M","Basic",2016,6,"Youth",1,0
"zkcbpdgb",23,"M","Basic",2016,6,"Young",1,0
"ojrvcahv",13,"M","Basic",2016,6,"Youth",1,0
"bfuhvlex",36,"F","Basic",2016,6,"Adult",1,0
"ybugknyj",34,"F","Basic",2016,6,"Adult",1,0
"jvhdsrto",37,"M","Basic",2016,6,"Adult",1,0
"mmtadseg",35,"F","Basic",2016,6,"Adult",1,0
"kkzkecuf",29,"M","Basic",2016,6,"Young",1,0
"tvrwwhes",15,"F","Basic",2016,6,"Youth",1,0
"jzvkolvi",11,"M","Basic",2016,6,"Youth",1,0
"qzkbalqq",20,"M","Basic",2016,6,"Young",1,0
"oybllvnd",14,"M","Basic",2016,6,"Youth",1,0
"mtjurpij",38,"M","Basic",2016,6,"Adult",1,0
"cadbryad",26,"M","Basic",2016,6,"Young",1,0
"sqxwakdr",25,"M","Basic",2016,6,"Young",1,0
"opsvhmyk",23,"M","Basic",2016,6,"Young",1,0
"zquwkhem",21,"M","Basic",2016,6,"Young",1,0
"swhgshfa",21,"M","Basic",2016,6,"Young",1,0
"iqwtzbhi",13,"M","Basic",2016,6,"Youth",1,0
"bczerbmf",34,"M","Premium",2016,6,"Adult",1,0
"xuucgwkg",13,"M","Basic",2016,6,"Youth",1,0
"cthjhlpc",35,"M","Basic",2016,6,"Adult",1,0
"ymgnelsw",38,"M","Premium",2016,6,"Adult",1,0
"humhftyy",40,"F","Basic",2016,6,"Adult",1,0
"hxkmkgjr",22,"M","Basic",2016,6,"Young",1,0
"hlecoeho",35,"M","Basic",2016,6,"Adult",1,0
"hindjrhs",10,"F","Basic",2016,6,"Youth",1,0
"ajuwzobq",24,"F","Basic",2016,6,"Young",1,0
"rfzriosu",16,"F","Basic",2016,6,"Youth",1,0
"vdpbylpl",16,"M","Basic",2016,6,"Youth",1,0
"ymjprxmq",17,"M","Basic",2016,6,"Youth",1,0
"noyfpusz",19,"F","Basic",2016,6,"Young",1,0
"dmwfpunl",15,"M","Basic",2016,6,"Youth",1,0
"hjammxih",21,"F","Basic",2016,6,"Young",1,0
"btllisoq",25,"M","Premium",2016,6,"Young",1,0
"qzlyoiog",20,"M","Basic",2016,6,"Young",1,0
"ynfpfppd",26,"F","Basic",2016,6,"Young",1,0
"sqfokpwe",39,"M","Basic",2016,6,"Adult",1,0
"vrgtomsj",27,"F","Premium",2016,6,"Young",1,0
"aholclsv",23,"M","Premium",2016,6,"Young",1,0
"ryacvqok",25,"M","Basic",2016,6,"Young",1,0
"jvuvccyx",29,"M","Basic",2016,6,"Young",1,0
"qluowvap",25,"F","Premium",2016,6,"Young",1,0
"dxxpfvzv",39,"M","Basic",2016,6,"Adult",1,0
"jutwzmex",39,"F","Basic",2016,6,"Adult",1,0
"rqgndwji",11,"M","Premium",2016,6,"Youth",1,0
"gcksokip",24,"M","Basic",2016,6,"Young",1,0
"vjsejtyp",26,"M","Basic",2016,6,"Young",1,0
"lhjvgmsn",36,"F","Premium",2016,6,"Adult",1,0
"cjrkcwve",23,"M","Basic",2016,6,"Young",1,0
"ekgfjoeb",21,"F","Basic",2016,6,"Young",1,0
"laedazxt",23,"M","Premium",2016,6,"Young",1,0
"wmmbnnxv",28,"M","Basic",2016,6,"Young",1,0
"qkawttsc",14,"F","Premium",2016,6,"Youth",1,0
"htdywteo",22,"M","Basic",2016,6,"Young",1,0
"coqzcnzh",40,"M","Basic",2016,6,"Adult",1,0
"boigvnfd",27,"F","Basic",2016,6,"Young",1,0
"yvsohelp",32,"F","Basic",2016,6,"Adult",1,0
"ltgqksca",19,"M","Basic",2016,6,"Young",1,0
"shiveqkr",11,"M","Basic",2016,6,"Youth",1,0
"zcfjzmvy",29,"F","Basic",2016,6,"Young",1,0
"ygdvihpm",14,"F","Basic",2016,6,"Youth",1,0
"hbzxuass",34,"M","Basic",2016,6,"Adult",1,0
"hfixmhcr",15,"F","Basic",2016,6,"Youth",1,0
"xvmgempr",34,"M","Premium",2016,6,"Adult",1,0
"zsfetewu",11,"F","Basic",2016,6,"Youth",1,0
"ugyxhviv",39,"M","Basic",2016,6,"Adult",1,0
"yyypegwq",34,"M","Basic",2016,6,"Adult",1,0
"wmvwwfpk",12,"M","Basic",2016,6,"Youth",1,0
"amedoqsk",18,"F","Basic",2016,6,"Young",1,0
"eztlpqsi",16,"F","Basic",2016,6,"Youth",1,0
"ajxphuxt",13,"F","Basic",2016,6,"Youth",1,0
"pvsejzqw",38,"M","Basic",2016,6,"Adult",1,0
"qvpfovsz",23,"F","Basic",2016,6,"Young",1,0
"spigrkpn",35,"F","Basic",2016,6,"Adult",1,0
"bqsabasf",36,"M","Basic",2016,6,"Adult",1,0
"sntublxp",36,"F","Premium",2016,6,"Adult",1,0
"ijoguxhn",26,"M","Basic",2016,6,"Young",1,0
"ikvtwdgq",15,"M","Premium",2016,6,"Youth",1,0
"amkmquzo",18,"M","Basic",2016,6,"Young",1,0
"wmgjefxp",25,"F","Basic",2016,6,"Young",1,0
"tpsejcxw",25,"M","Basic",2016,6,"Young",1,0
"eubaqlvc",20,"M","Basic",2016,6,"Young",1,0
"niofwryu",20,"F","Basic",2016,6,"Young",1,0
"pjtpdqkp",34,"M","Basic",2016,6,"Adult",1,0
"nvlfimzf",25,"F","Basic",2016,6,"Young",1,0
"hxljepjj",34,"M","Premium",2016,6,"Adult",1,0
"egelzduh",31,"M","Basic",2016,6,"Adult",1,0
"cynkbdzu",39,"F","Basic",2016,6,"Adult",1,0
"illsdhpo",20,"F","Basic",2016,6,"Young",1,0
"pranzcrv",27,"M","Basic",2016,6,"Young",1,0
"idbkndmt",14,"M","Basic",2016,6,"Youth",1,0
"jkfgbqhv",33,"F","Basic",2016,6,"Adult",1,0
"ankurkxt",28,"M","Premium",2016,6,"Young",1,0
"qmtrfjgk",29,"M","Basic",2016,6,"Young",1,0
"plzijddo",27,"F","Basic",2016,6,"Young",1,0
"vkuixddg",33,"M","Basic",2016,6,"Adult",1,0
"nczdhtjd",32,"F","Basic",2016,6,"Adult",1,0
"ytuvojzv",24,"M","Basic",2016,6,"Young",1,0
"tcwtdgkd",13,"M","Premium",2016,6,"Youth",1,0
"frewqcxt",20,"M","Premium",2016,6,"Young",1,0
"zixqayyq",24,"M","Basic",2016,6,"Young",1,0
"jubjluqr",12,"F","Basic",2016,6,"Youth",1,0
"abmhpynl",32,"M","Basic",2016,6,"Adult",1,0
"hqqtdphn",29,"F","Basic",2016,6,"Young",1,0
"nrwxwcbp",22,"M","Basic",2016,6,"Young",1,0
"tywhtdlv",13,"M","Basic",2016,6,"Youth",1,0
"pzdsuchm",13,"F","Basic",2016,6,"Youth",1,0
"gfiatoqr",35,"M","Basic",2016,6,"Adult",1,0
"feaeznxm",19,"F","Basic",2016,6,"Young",1,0
"faxmfjnh",26,"M","Basic",2016,6,"Young",1,0
"ydrliiml",17,"M","Basic",2016,6,"Youth",1,0
"bjoolsix",11,"M","Basic",2016,6,"Youth",1,0
"exrgzlbt",20,"M","Premium",2016,6,"Young",1,0
"qcfcwyoc",26,"F","Premium",2016,6,"Young",1,0
"mmkxjgjd",18,"M","Basic",2016,6,"Young",1,0
"qoisgczi",23,"M","Basic",2016,6,"Young",1,0
"zyghbqbt",14,"M","Basic",2016,6,"Youth",1,0
"mcqxovpi",19,"F","Premium",2016,6,"Young",1,0
"xydepiau",10,"M","Basic",2016,6,"Youth",1,0
"tficfqdx",39,"M","Basic",2016,6,"Adult",1,0
"bxmhymrm",29,"M","Premium",2016,6,"Young",1,0
"mehdgems",21,"M","Basic",2016,6,"Young",1,0
"uthtwvqg",23,"M","Basic",2016,6,"Young",1,0
"lfwmgxsu",38,"M","Basic",2016,6,"Adult",1,0
"jozrtrba",35,"F","Basic",2016,6,"Adult",1,0
"lkzxmjkw",26,"M","Basic",2016,6,"Young",1,0
"lxxsrjmk",26,"F","Basic",2016,6,"Young",1,0
"bqohlanr",26,"F","Basic",2016,6,"Young",1,0
"vvcloean",28,"F","Basic",2016,6,"Young",1,0
"xhlieiga",26,"M","Basic",2016,6,"Young",1,0
"lwsmsxbe",26,"M","Premium",2016,6,"Young",1,0
"suemkntv",24,"F","Basic",2016,6,"Young",1,0
"nhmertid",30,"M","Premium",2016,6,"Young",1,0
"hihroyna",40,"F","Basic",2016,6,"Adult",1,0
"rlgyxdaw",28,"F","Basic",2016,6,"Young",1,0
"qvthbmsx",38,"F",NA,2016,6,"Adult",1,0
"zvducmop",30,"M","Basic",2016,6,"Young",1,0
"gzferrlf",37,"M","Basic",2016,6,"Adult",1,0
"ksaxkzqd",21,"M","Premium",2016,6,"Young",1,0
"gbwsdvlh",14,"F","Premium",2016,6,"Youth",1,0
"plmtmhlr",22,"M","Basic",2016,6,"Young",1,0
"zgvzrnea",34,"M","Basic",2016,6,"Adult",1,0
"fgkupdln",36,"F","Basic",2016,6,"Adult",1,0
"cpvwmwyr",18,"M","Basic",2016,6,"Young",1,0
"hicuhpiv",34,"F","Basic",2016,6,"Adult",1,0
"tzqkfgff",15,"M","Basic",2016,6,"Youth",1,0
"fdpyrtqb",10,"M","Basic",2016,6,"Youth",1,0
"wvikajku",34,"F","Basic",2016,6,"Adult",1,0
"uelzlozp",18,"M","Basic",2016,6,"Young",1,0
"tfphphdd",36,"M","Basic",2016,6,"Adult",1,0
"dgseahjf",32,"F","Basic",2016,6,"Adult",1,0
"vjdgwmuu",11,"F","Basic",2016,6,"Youth",1,0
"sjlilpbr",31,"M","Basic",2016,6,"Adult",1,0
"qhtxoiql",13,"M","Basic",2016,6,"Youth",1,0
"fxgkbtpa",14,"M","Basic",2016,6,"Youth",1,0
"cdqqnkxf",34,"M","Premium",2016,6,"Adult",1,0
"zaorbngt",27,"M","Basic",2016,6,"Young",1,0
"kiquyrgr",34,"M","Basic",2016,6,"Adult",1,0
"hgsawgsr",22,"M","Basic",2016,6,"Young",1,0
"yburwxpa",32,"F",NA,2016,6,"Adult",1,0
"ywwrwoug",23,"M","Basic",2016,6,"Young",1,0
"fjztmidi",30,"M","Premium",2016,6,"Young",1,0
"tuecfaaa",19,"F","Basic",2016,6,"Young",1,0
"cmwdrdyo",33,"M","Basic",2016,6,"Adult",1,0
"radlycan",30,"M","Premium",2016,6,"Young",1,0
"fozcyjbk",11,"M","Basic",2016,6,"Youth",1,0
"gnmkqvmj",32,"F","Basic",2016,6,"Adult",1,0
"qgncmlsa",27,"F","Basic",2016,6,"Young",1,0
"ujolqzsc",33,"F","Basic",2016,6,"Adult",1,0
"ctkldmjr",19,"M","Basic",2016,6,"Young",1,0
"zprfvnem",38,"M","Basic",2016,6,"Adult",1,0
"nwroaswc",31,"M","Basic",2016,6,"Adult",1,0
"ibbfqfkv",15,"M","Basic",2016,6,"Youth",1,0
"xtlslhqj",32,"M","Premium",2016,6,"Adult",1,0
"tsqnhoua",34,"M","Basic",2016,6,"Adult",1,0
"ictoszci",29,"F","Basic",2016,6,"Young",1,0
"feutwveh",26,"M","Basic",2016,6,"Young",1,0
"geoiihct",17,"M","Basic",2016,6,"Youth",1,0
"sghvyqgp",12,"M","Basic",2016,6,"Youth",1,0
"lhshmwxm",16,"M","Basic",2016,6,"Youth",1,0
"mxoibdsz",32,"M","Basic",2016,6,"Adult",1,0
"owgprnkm",14,"F","Basic",2016,6,"Youth",1,0
"idhbqogw",16,"M","Basic",2016,6,"Youth",1,0
"efxzruab",32,"M","Basic",2016,6,"Adult",1,0
"opjjiwue",30,"M",NA,2016,6,"Young",1,0
"hxnqgcue",10,"M","Basic",2016,6,"Youth",1,0
"ypbfegka",15,"M","Basic",2016,6,"Youth",1,0
"zdvonjen",14,"M","Basic",2016,6,"Youth",1,0
"zxwtzuob",18,"M","Premium",2016,6,"Young",1,0
"qojkgnng",20,"M","Basic",2016,6,"Young",1,0
"fwayzqss",14,"F","Basic",2016,6,"Youth",1,0
"evtychzy",37,"F","Basic",2016,6,"Adult",1,0
"xmfjuqdb",35,"M","Basic",2016,6,"Adult",1,0
"vwcdnnhc",27,"M","Basic",2016,6,"Young",1,0
"ofttwtot",28,"M","Basic",2016,6,"Young",1,0
"iwvstrje",11,"F","Premium",2016,6,"Youth",1,0
"hhxqyxbe",39,"M","Basic",2016,6,"Adult",1,0
"mfgukvtc",39,NA,"Basic",2016,6,"Adult",1,0
"vlsalvab",38,"M","Basic",2016,6,"Adult",1,0
"gujjmznq",13,"F","Basic",2016,6,"Youth",1,0
"objehjbs",22,"M","Basic",2016,6,"Young",1,0
"dntrunkf",28,"M","Basic",2016,6,"Young",1,0
"uaizhczt",31,"F","Premium",2016,6,"Adult",1,0
"qutwqjks",25,"M","Basic",2016,6,"Young",1,0
"oejoglnl",40,"F","Basic",2016,6,"Adult",1,0
"czhqynwt",26,"M","Premium",2016,6,"Young",1,0
"mpiqnfln",38,"M","Basic",2016,6,"Adult",1,0
"cnuzguuy",17,"F","Basic",2016,6,"Youth",1,0
"jpunjbml",20,"F","Basic",2016,6,"Young",1,0
"zubhcdru",10,"M","Basic",2016,6,"Youth",1,0
"vaqjzisx",16,"F","Basic",2016,6,"Youth",1,0
"fomtayva",27,"M","Basic",2016,6,"Young",1,0
"sulrqazb",26,"M","Basic",2016,6,"Young",1,0
"ouldyehb",34,"F","Basic",2016,6,"Adult",1,0
"mwhdmfbr",14,"M","Basic",2016,6,"Youth",1,0
"tekzwdbl",26,"M","Basic",2016,6,"Young",1,0
"aggezcmd",38,"M","Basic",2016,6,"Adult",1,0
"sikrhgol",28,"F","Basic",2016,6,"Young",1,0
"xjofgmhz",36,"M","Premium",2016,6,"Adult",1,0
"pdvalwvc",33,"M","Premium",2016,6,"Adult",1,0
"cdinmfgk",29,"F","Basic",2016,6,"Young",1,0
"gwssmjsl",37,"F","Basic",2016,6,"Adult",1,0
"dijihiyh",18,"F","Basic",2016,6,"Young",1,0
"xmmnntld",38,"F","Basic",2016,6,"Adult",1,0
"luayzzpf",13,"M","Basic",2016,6,"Youth",1,0
"tbotrvez",19,"M","Basic",2016,6,"Young",1,0
"tlsiuujg",23,"F","Basic",2016,6,"Young",1,0
"bxrxixxm",37,"M","Basic",2016,6,"Adult",1,0
"xmgurraj",19,"M","Basic",2016,6,"Young",1,0
"eighhrsz",17,"F","Basic",2016,6,"Youth",1,0
"heqsavdn",27,"M","Premium",2016,6,"Young",1,0
"ivdvuyns",40,"F","Basic",2016,6,"Adult",1,0
"euyfkbnx",23,"F","Basic",2016,6,"Young",1,0
"umjfjfzp",36,"M","Premium",2016,6,"Adult",1,0
"mganwfzw",39,"M","Basic",2016,6,"Adult",1,0
"tshgrknu",27,"M","Premium",2016,6,"Young",1,0
"fhamllvw",17,"F","Premium",2016,6,"Youth",1,0
"vpmlcyox",34,"M","Basic",2016,6,"Adult",1,0
"ezcdyrrk",21,"M","Basic",2016,6,"Young",1,0
"pwcifwqv",31,"M","Basic",2016,6,"Adult",1,0
"deryfhcf",16,"F","Basic",2016,6,"Youth",1,0
"zmiigyhy",33,"M","Basic",2016,6,"Adult",1,0
"crsbiarc",29,"F","Premium",2016,6,"Young",1,0
"zzhdxgpt",32,"M","Basic",2016,6,"Adult",1,0
"rxipepdr",36,"M","Basic",2016,6,"Adult",1,0
"umhhbrbw",26,"M","Basic",2016,6,"Young",1,0
"bafaagzd",27,"F","Premium",2016,6,"Young",1,0
"aarxcntv",28,"M","Basic",2016,6,"Young",1,0
"efnelzkj",11,"M","Premium",2016,6,"Youth",1,0
"qurtgper",28,"M","Basic",2016,6,"Young",1,0
"cupszyok",36,"M","Premium",2016,6,"Adult",1,0
"cpafbbnv",19,"M","Basic",2016,6,"Young",1,0
"rlmxomuz",32,"M","Basic",2016,6,"Adult",1,0
"pnyeohfb",21,"M","Basic",2016,6,"Young",1,0
"tueqkftn",33,"M","Basic",2016,6,"Adult",1,0
"eatseymz",14,"M","Premium",2016,6,"Youth",1,0
"bdtqygoo",29,"M","Basic",2016,6,"Young",1,0
"sllvuzli",40,"M","Premium",2016,6,"Adult",1,0
"qzicpenq",29,"M","Basic",2016,6,"Young",1,0
"mqbgiued",19,"M","Basic",2016,6,"Young",1,0
"hdeafuve",35,"M","Basic",2016,6,"Adult",1,0
"yencgnsi",36,"F","Basic",2016,6,"Adult",1,0
"citqjchh",39,"F","Basic",2016,6,"Adult",1,0
"ssqcbwrb",20,"M","Basic",2016,6,"Young",1,0
"awgflwva",39,"M","Basic",2016,6,"Adult",1,0
"lkpwmrfh",32,"M","Premium",2016,6,"Adult",1,0
"jvumzpjx",16,"M","Premium",2016,6,"Youth",1,0
"gzyyerli",25,"M","Basic",2016,6,"Young",1,0
"jwypjaap",30,"M","Basic",2016,6,"Young",1,0
"zzxsksrt",36,"M","Basic",2016,6,"Adult",1,0
"zesucxrl",33,"F","Basic",2016,6,"Adult",1,0
"vdzojyha",18,"F","Basic",2016,6,"Young",1,0
"nstbkhpm",29,"M","Basic",2016,6,"Young",1,0
"irfvsgil",35,"F","Basic",2016,6,"Adult",1,0
"fmdjinwx",20,"F","Premium",2016,6,"Young",1,0
"jgvxoqrp",25,"M","Basic",2016,6,"Young",1,0
"rotsbddn",11,"F","Basic",2016,6,"Youth",1,0
"wqzgtcoe",15,"F","Basic",2016,6,"Youth",1,0
"vfojmxzr",30,"M","Basic",2016,6,"Young",1,0
"kyefogur",35,"M","Basic",2016,6,"Adult",1,0
"lwoxeluq",19,"F","Basic",2016,6,"Young",1,0
"dwdiaowe",35,"M","Basic",2016,6,"Adult",1,0
"wjptxjqg",32,"F","Basic",2016,6,"Adult",1,0
"kmrgyoyv",14,"F","Basic",2016,6,"Youth",1,0
"qsycuyxt",34,"F","Basic",2016,6,"Adult",1,0
"kikxcltw",36,"M","Basic",2016,6,"Adult",1,0
"fppcqnsv",26,"F","Basic",2016,6,"Young",1,0
"wmzimusq",22,"M","Basic",2016,6,"Young",1,0
"iglkqozm",31,"M","Basic",2016,6,"Adult",1,0
"eqryimfe",10,"F","Basic",2016,6,"Youth",1,0
"thbllohi",28,"M","Basic",2016,6,"Young",1,0
"fjscimrh",34,"M","Basic",2016,6,"Adult",1,0
"uoqqvcdx",12,"M","Basic",2016,6,"Youth",1,0
"gapygyuc",11,"M","Basic",2016,6,"Youth",1,0
"kvmtdyth",38,"M","Basic",2016,6,"Adult",1,0
"xrrvlbex",16,"F","Basic",2016,6,"Youth",1,0
"oayywyqb",28,"M","Basic",2016,6,"Young",1,0
"aklsjjjd",27,"M","Basic",2016,6,"Young",1,0
"mwywkijy",11,"M","Basic",2016,6,"Youth",1,0
"kbcicfyx",37,"M","Basic",2016,6,"Adult",1,0
"utfudkfg",28,"M","Basic",2016,6,"Young",1,0
"yqltmbbg",38,"F","Basic",2016,6,"Adult",1,0
"xdfdaemi",28,"F","Basic",2016,6,"Young",1,0
"ornynmzm",40,"F","Basic",2016,6,"Adult",1,0
"qposbqna",14,"M","Basic",2016,6,"Youth",1,0
"eyrvlweq",13,"M","Basic",2016,6,"Youth",1,0
"bdhzrkor",27,"M","Basic",2016,6,"Young",1,0
"doqtbjdj",24,"F","Premium",2016,6,"Young",1,0
"pyhylfqu",17,"F","Basic",2016,6,"Youth",1,0
"mfsfyeqf",30,"M","Premium",2016,6,"Young",1,0
"drusudqf",22,"M","Basic",2016,6,"Young",1,0
"klusdtdt",32,"M","Basic",2016,6,"Adult",1,0
"gmasghxl",21,"F","Basic",2016,6,"Young",1,0
"schibpcl",27,"M","Basic",2016,6,"Young",1,0
"bvneqgst",18,"M","Basic",2016,6,"Young",1,0
"lvrtijib",32,"M","Premium",2016,6,"Adult",1,0
"uahbxleh",14,"F","Basic",2016,6,"Youth",1,0
"nkipjlbm",34,"M","Basic",2016,6,"Adult",1,0
"eqnhpsuw",18,"M","Basic",2016,6,"Young",1,0
"vxepygko",14,"F","Basic",2016,6,"Youth",1,0
"mjhcpxam",39,"F","Basic",2016,6,"Adult",1,0
"jbgxpcxo",20,"M","Premium",2016,6,"Young",1,0
"nahndrfj",40,"M","Basic",2016,6,"Adult",1,0
"rpzulolj",20,"M","Basic",2016,6,"Young",1,0
"zoecquty",34,"M","Basic",2016,6,"Adult",1,0
"tikdfwsv",38,"M","Basic",2016,6,"Adult",1,0
"kkanvopt",31,"M","Basic",2016,6,"Adult",1,0
"nrwkjyfb",24,"M","Basic",2016,6,"Young",1,0
